song_id,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,acousticness,key,liveness,mode,time_signature,valence,outcome
7pNC5ZIKtwUK0ReSpM3P9f,209423,TRUE,5yG7ZAZafVaAlMTeBybKAL,2,0.740767,0.697517,-4.684,0.124188,164.029,0.197418,11,0.107144,1,4,0.554992,1
3zKST4nk4QJE77oLjUZ0Ng,255093,FALSE,1vCWHaC5f2uS3yhpwWbIA6,1,0.539694,0.73935,-5.303,0.045112,124.968,0.025931,7,0.079027,0,4,0.409504,1
1jdNcAD8Ir58RlsdGjJJdx,161226,FALSE,16oZKvXb6WkQlVAjwo2Wbg,1,0.685287,0.465864,-9.074,0.030378,79.936,0.793712,0,0.091456,1,4,0.369965,1
6D5pfooPP6hi99RaXjkDsP,214912,FALSE,00FQb4jTyendYWaN8pK0wa,2,0.562451,0.798351,-6.314,0.063666,125.976,0.018402,1,0.103659,0,4,0.132109,1
4jtyUzZm9WLc2AdaJ1dso7,275226,TRUE,3TVXtAsR1Inumwj472S9r4,1,0.60286,0.617052,-6.981,0.440321,179.557,0.750066,11,0.207423,0,4,0.536849,1
6vECYJHxYmm3Ydt3fF01pE,313684,FALSE,1hzfo8twXdOegF3xireCYs,1,0.880538,0.526846,-10.278,0.038827,114.015,0.515437,11,0.076678,1,4,0.692015,1
7yq4Qj7cqayVTp3FF9CWbm,204280,FALSE,10exVja0key0uqUkk6LJRT,1,0.488259,0.729591,-6.676,0.034618,102.139,0.459703,1,0.144754,1,4,0.51835,1
23khhseCLQqVMCIT1WMAns,285014,FALSE,4gzpq5DPGxSnKTe4SA8HAU,1,0.73755,0.482568,-8.915,0.040255,93.458,0.026219,6,0.106217,0,4,0.357667,1
1gugDOSMREb34Xo0c1PlxM,202496,FALSE,5Rl15oVamLq7FbSb0NNBNy,1,0.481707,0.926851,-4.481,0.129044,160.016,0.000203,9,0.124952,1,4,0.455751,1
4VrWlk8IQxevMvERoX08iC,216120,FALSE,5WUlDfRSoLAfcVSX1WnrxN,1,0.407233,0.743841,-4.507,0.04996,117.309,0.017444,1,0.075519,1,5,0.588705,1
0TVV2gFROJaB3kIZyCUvIY,227833,FALSE,6MDME20pz9RveH9rEXvrOM,2,0.792968,0.603486,-6.789,0.04147,121.03,0.123074,11,0.193868,1,4,0.54176,1
7IHOIqZUUInxjVkko181PB,172723,FALSE,2wY79sveU1sp5g7SokKOiI,1,0.436676,0.361183,-8.799,0.040853,84.308,0.355818,0,0.10409,1,4,0.170888,1
3Z2sglqDj1rDRMF5x0Sz2R,234213,TRUE,73sIBHcqh3Z3NyqHKZ7FOL,1,0.472655,0.461154,-6.474,0.332621,165.985,0.149141,6,0.097304,0,4,0.611064,1
1FsH6OZCKLWbBgqj8JcCvO,255906,FALSE,0id62QV2SZZfvBn9xpmuCl,1,0.425136,0.750888,-8.094,0.055038,85.948,0.038452,11,0.216411,0,4,0.551287,1
3DmW6y7wTEYHJZlLo1r6XJ,206166,FALSE,4obzFoKoKRHIphyHzJ35G3,1,0.469371,0.493429,-8.159,0.068154,119.901,0.018294,2,0.22548,1,4,0.117188,1
7dS5EaCoMnN7DzlpT6aRn2,241688,FALSE,2FXC3k01G6Gw61bmprjgqS,1,0.559802,0.685174,-4.693,0.051483,128.831,0.539767,4,0.116704,0,4,0.404638,1
2nrSQK3ooS0sOSecOvh5Aq,224933,TRUE,137W8MRPWKqSmrBGDBFSop,1,0.71466,0.719741,-10.172,0.075966,129.953,0.006608,8,0.356284,1,4,0.528586,1
1j8z4TTjJ1YOdoFEDwJTQa,296520,FALSE,74XFHRwlV6OrjEM0A2NCMF,1,0.609994,0.892591,-3.681,0.092108,104.031,0.154496,9,0.020994,1,4,0.665958,1
6jizk5lOUnfpaZXYMdfeC6,217306,FALSE,07YZf4WDAMNwqr4jfgOZ8y,1,0.626847,0.66806,-5.762,0.222543,81.831,0.548186,0,0.097782,1,4,0.682984,1
4O594chXfv4lHvneDP0Ud0,231013,FALSE,04gDigrS5kc9YWfZHwBETP,1,0.462121,0.751158,-6.409,0.057198,189.906,0.000217,4,0.784635,0,4,0.356373,1
2dLLR6qlu5UJ5gk0dKz0h3,190185,FALSE,163tK9Wjr9P9DmM0AVK7lm,1,0.698641,0.425539,-9.209,0.102812,84.941,0.068332,7,0.222878,1,4,0.349272,1
5l3CML2OnzfNs5RfVgbcLt,177685,TRUE,07YZf4WDAMNwqr4jfgOZ8y,2,0.758313,0.656321,-7.468,0.241715,100.32,0.041222,6,0.399157,1,4,0.776279,1
36pLU2ywVeBKEF0rrKtmCB,222200,FALSE,1bT7m67vi78r2oqvxrP3X5,2,0.740877,0.685549,-3.712,0.030723,125.023,0.118673,6,0.111893,0,4,0.235357,1
03fT3OHB9KyMtGMt2zwqCT,226866,FALSE,0BvkDsjIUla7X0k6CSWh1I,1,?,?,?,?,?,?,?,?,?,?,?,1
51ODNNDZm21HU7wI7cccRr,255631,FALSE,6nS5roXSAGhTGr34W6n7Et,2,0.730853,0.739079,-5.967,0.090861,122.024,0.016588,1,0.189577,1,4,0.543106,1
6YUTL4dYpB9xZO5qExPf05,222533,FALSE,7CajNmpbOovFoOoasH2HaY,1,0.597378,0.836357,-5.257,0.031503,127.963,0.006681,4,0.119391,0,4,0.762154,1
5ngydCLbzCEdtu8SEOXhPU,271573,TRUE,3TVXtAsR1Inumwj472S9r4,3,0.667166,0.506093,-6.944,0.394213,122.012,0.070439,1,0.257238,1,4,0.410247,1
5JCi3pyggvk4B0yd0BK3ow,258386,FALSE,4NHQUGzhtTLFvgF5SZesLK,2,0.733257,0.628692,-8.8,0.037235,121.01,0.001415,4,0.091566,0,4,0.07401,1
1olNHIIVl4EVwIEPGYIR7G,338413,TRUE,3nFkdlSjzX9mRTtwJOzDYB,2,0.683369,0.536713,-6.945,0.087794,145.089,0.061914,2,0.246632,0,4,0.146413,1
2nMeu6UenVvwUktBCpLMK9,236053,FALSE,00FQb4jTyendYWaN8pK0wa,1,0.34986,0.439725,-8.56,0.033566,115.514,0.182152,11,0.113954,0,4,0.133387,1
5Sf3GyLEAzJXxZ5mbCPXTu,208133,FALSE,33W1pnW9zScZtYTnAoWnOT,1,0.825738,0.517724,-9.305,0.038791,119.968,0.033402,1,0.10203,1,4,0.447275,1
4Uc6BcPeBKfZUlX6jhumGv,206866,FALSE,0EmeFodog0BfCgMzAIvKQp,2,0.694455,0.809624,-3.556,0.066116,137.968,0.121916,11,0.140932,0,4,0.815212,1
6DcDdDevI94Dh4vc5anXBE,202197,FALSE,0TnOYISbd1XYRBk9myaseg,2,0.652025,0.727062,-5.889,0.05215,120.079,0.014069,2,0.602642,1,4,0.310544,1
5j9iuo3tMmQIfnEEQOOjxh,194240,FALSE,0MlOPi3zIDMVrfA9R04Fe3,1,0.664456,0.726447,-7.54,0.031923,100.014,0.021167,2,0.093231,1,4,0.443838,1
1blo7jFYjDyBkD43T4cvjY,260826,TRUE,0hCNtLu0JehylgoiP8L4Gh,1,0.942726,0.591721,-7.068,0.154965,130.009,0.049536,2,0.28872,1,4,0.775821,1
0ZR9NFol0hcgLSVJoQmREl,259102,FALSE,4njdEjTnLfcGImKZu1iSrz,1,0.831655,0.435236,-9.598,0.060401,119.057,0.47928,1,0.095166,1,4,0.294953,1
2q6j0nlwgKlYy7xgrria4S,217800,TRUE,6KZDXtSj0SzGOV705nNeh3,2,0.710017,0.526045,-7.459,0.052934,98.221,0.019765,7,0.107338,1,4,0.613668,1
2CAK2t1reUgPK6OMgAMURB,190013,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,2,0.64188,0.741291,-8.165,0.036518,111.975,0.001899,2,0.172351,1,4,0.357454,1
2N8F9mupXs9oyCLeerRfCw,227173,FALSE,5xKp3UyavIBUsGy3DQdXeF,2,0.518834,0.156305,-7.543,0.035548,139.997,0.873707,2,0.084342,1,3,0.14883,1
4XoP1AkbOurU9CeZ2rMEz2,233786,TRUE,13ubrt8QOOCPljQ2FL1Kca,4,0.868885,0.686803,-6.816,0.262926,96.006,0.020785,1,0.114165,1,4,0.667823,1
7cG68oOj0pZYoSVuP1Jzot,223429,FALSE,2wY79sveU1sp5g7SokKOiI,1,0.360945,0.257605,-8.787,0.027713,96.667,0.980332,8,0.109065,1,4,0.225715,1
6RtPijgfPKROxEzTHNRiDp,224840,FALSE,0DxeaLnv6SyYk2DOqkLO8c,1,0.730976,0.71973,-7.127,0.035138,144.029,0.043231,1,0.282792,1,4,0.927056,1
3gbBpTdY8lnQwqxNCcf795,214147,FALSE,7EQ0qTo7fWT7DPxmxtSYEc,1,0.67287,0.728073,-5.995,0.041083,127.439,0.083779,9,0.252817,1,4,0.542156,1
2TR7A4ulH9R1PNwMyd8o8U,220906,FALSE,3b8QkneNDz4JHKKKlLgYZg,2,0.557876,0.930143,-2.974,0.036161,132.083,0.022592,8,0.403909,1,4,0.740831,1
2UzMpPKPhbcC8RbsmuURAZ,272386,FALSE,7Ln80lUS6He07XvHI8qqHH,1,0.548087,0.532495,-7.596,0.032262,85.03,0.18552,5,0.216557,1,4,0.42801,1
6sDQ4uiWw9OdVrCXFLSlZt,363521,TRUE,7dGJo4pcD2V6oG8kP0tJRR,1,0.712201,0.838476,-2.679,0.313119,148.138,0.403322,7,0.808741,1,4,0.610386,1
3SaIsrEzrQGDcG1jCeaK8q,199386,FALSE,2gsggkzM5R49q6jpPvazou,3,0.704522,0.723013,-4.867,0.096614,150.02,0.283124,0,0.28811,0,4,0.765032,1
6jdOi5U5LBzQrc4c1VT983,227880,FALSE,3TVXtAsR1Inumwj472S9r4,2,0.723322,0.404273,-10.575,0.108641,99.959,0.004023,6,0.489167,0,4,0.266596,1
7DFNE7NO0raLIUbgzY2rzm,252866,FALSE,0gadJ2b9A4SKsB1RFkBb66,1,0.479445,0.53923,-7.364,0.059629,75.447,0.377044,7,0.106057,1,4,0.232653,1
2QjOHCTQ1Jl3zawyYOpxh6,240400,FALSE,77SW9BnxLY8rJ0RciFqkHh,1,0.611149,0.803093,-2.867,0.034419,124.037,0.045255,10,0.095035,1,4,0.395208,1
5EmCpD8tUj78VW3kgaEjME,323480,TRUE,6vWDO969PvNqNYHIOW5v0m,2,0.591495,0.609116,-7.132,0.047098,140.006,0.009252,5,0.217079,0,4,0.378521,1
13P5rwmk2EsoFRIz9UCeh9,237626,FALSE,1PbBg2aYjWLKRk84zJK15x,1,0.712055,0.666017,-6.282,0.035091,129.965,0.035986,8,0.127242,1,4,0.765906,1
3U4isOIWM3VvDubwSI3y7a,269560,FALSE,5y2Xq6xcjJb2jVM54GHK3t,1,0.472182,0.237007,-8.231,0.031833,125.087,0.923297,8,0.131078,1,4,0.33957,1
0xMd5bcWTbyXS7wPrBtZA6,231211,FALSE,0X2BH1fck6amBIoJhDVmmJ,1,0.309802,0.760568,-5.055,0.068164,173.983,0.311176,10,0.101462,0,4,0.277317,1
1T7Htpf1kEvU9Adf8J0ekk,214840,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2,0.677759,0.731065,-4.54,0.046901,129.96,0.009793,7,0.115134,0,4,0.282723,1
3PRLM4FzhplXfySa4B7bxS,192670,FALSE,2wY79sveU1sp5g7SokKOiI,1,0.67302,0.800463,-7.024,0.160048,134.024,0.212096,2,0.150437,1,4,0.725874,1
3G6hD9B2ZHOsgf4WfNu7X1,193058,FALSE,163tK9Wjr9P9DmM0AVK7lm,1,0.688761,0.620412,-6.761,0.093719,99.984,0.167274,6,0.101067,1,4,0.477785,1
3bidbhpOYeV4knp8AIu8Xn,258342,FALSE,5BcAKTbp20cv7tC5VqPFoC,1,0.633498,0.882653,-6.573,0.083905,146.047,0.020583,2,0.107481,1,4,0.864479,1
3jVtllWS5CFFWLQng8sKsr,227000,TRUE,0NIIxcxNHmOoyBx03SfTCD,2,0.689449,0.59346,-9.416,0.115254,101.029,0.062666,9,0.577214,1,4,0.370598,1
1fidCEsYlaVE3pHwKCvpFZ,247520,FALSE,0awl5piYwO0CDTHEkCjUhn,1,0.72295,0.623482,-7.323,0.031837,119.946,0.190586,8,0.478135,1,4,0.756344,1
6FE2iI43OZnszFLuLtvvmg,175426,FALSE,2l35CQqtYRh3d8ZIiBep4v,1,0.71898,0.786687,-4.861,0.122357,102.056,0.039098,1,0.251423,1,4,0.783725,1
67awxiNHNyjMXhVgsHuIrs,213733,FALSE,540vIaP2JwjQb9dm3aArA4,2,0.799259,0.665173,-7.652,0.175754,99.985,0.007873,6,0.085666,0,4,0.1192,1
5U8hKxSaDXB8cVeLFQjvwx,250188,TRUE,7dGJo4pcD2V6oG8kP0tJRR,2,0.784499,0.850276,-3.679,0.069144,110.004,0.049186,9,0.111561,1,4,0.542323,1
519uJbE3zyKLlToVA65PrP,257266,FALSE,5Pwc4xIPtQLFEnJriah9YJ,1,0.657541,0.676278,-6.31,0.038576,121.974,0.070389,1,0.213879,0,4,0.463445,1
4kgsK0fftHtg9gZOzkU5T2,215672,FALSE,6jJ0s89eD6GaHleKKya26X,2,0.637441,0.582513,-7.245,0.04487,131.908,0.002233,6,0.185831,1,4,0.354639,1
0i5el041vd6nxrGEU8QRxy,208960,FALSE,3b8QkneNDz4JHKKKlLgYZg,1,0.473438,0.939405,-3.381,0.03444,147.979,0.016334,10,0.104334,1,4,0.87468,1
6JEntXLt4z98CcDtIH9sU7,303826,FALSE,60d24wfXkVzDSfLS6hyCjZ,1,0.674919,0.868354,-6.36,0.039248,128.007,0.001068,1,0.374253,1,4,0.037338,1
63bniwRWWFGoasyhX2eQHJ,169293,FALSE,25uiPmTg16RbhZWAqwLBy5,1,0.558518,0.875226,-3.433,0.142084,183.866,0.066367,4,0.157738,1,4,0.529537,1
2rJojRundKuKFgbvmCAYva,193826,FALSE,0kkxsdcaWmWU2yWAqclDh4,1,0.54582,0.768794,-4.803,0.04403,174.109,0.004562,5,0.176724,0,4,0.500756,1
6K8qKeWo5MsFED7wCR6Kop,235382,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.793175,0.668626,-4.456,0.046539,120.008,0.295133,8,0.09454,0,4,0.935289,1
1A2UmLDZzDmpdzUjEkCc3z,266533,TRUE,31TPClRtHm23RisEBtV3X7,1,0.386313,0.716044,-6.298,0.123555,85.148,0.328021,2,0.344446,1,4,0.490464,1
07wk7gOL46W63TNxCxwATE,231906,FALSE,2iojnBLj0qIMiKPvVhLnsH,1,0.696268,0.479349,-6.691,0.040659,97.074,0.177503,9,0.469375,0,4,0.341422,1
3bDGwl0X3EjQmIyFD1uif5,223546,FALSE,6jJ0s89eD6GaHleKKya26X,1,0.666076,0.765907,-4.796,0.031607,89.986,0.007498,7,0.416,0,4,0.392528,1
1eN27pPLzE59zuFbY8SsiT,268453,TRUE,3KV3p5EY4AvKxOlhGHORLg,2,0.644645,0.479391,-7.214,0.212366,130.831,0.464635,2,0.110157,0,5,0.36948,1
0DKT3yIip1M0W0J1HYS1ru,189973,FALSE,04gDigrS5kc9YWfZHwBETP,1,0.736411,0.704337,-5.896,0.029685,120.019,0.018983,1,0.083991,0,4,0.846494,1
1b0YdMX8EUf2Zg6VA5tz8Z,217356,FALSE,06EfEcjc0vdvI6VNL0soIO,2,0.474122,0.942369,-2.84,0.142611,174.026,0.001062,9,0.160336,0,4,0.303069,0
24Ys3m6hKQJlftrhCYSwgP,183320,FALSE,2jSGzJw0ebJLu7OLVSOcBP,1,0.756561,0.835954,-4.435,0.07488,93.969,0.171161,10,0.57328,1,4,0.865732,0
5baQLiHIcy4Fsslxhvfo5V,297639,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.536589,0.86597,-5.743,0.054478,87.503,0.000633,5,0.414388,0,4,0.128277,0
6D2ip633z0Au78yglXnMo1,196500,FALSE,0iieHSV4JrDQ4iXLGRgoHF,1,0.666028,0.684457,-8.488,0.027619,120.021,0.292404,2,0.32278,1,4,0.646275,0
0X4WNWyHdhcTmWRCalyVaI,223106,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,1,0.756153,0.736829,-5.889,0.092773,92.036,0.145865,1,0.04541,0,4,0.657974,0
5OrR2iT1BMIS7xHxZTBFQ9,360961,FALSE,1qM7ddO1J0S7eGGnuVmEXn,1,0.828914,0.786407,-9.522,0.04856,119.998,0.000598,1,0.134045,1,4,0.712211,0
4Yu2UoU9qNlYL9GeIH65P5,182160,FALSE,2jSGzJw0ebJLu7OLVSOcBP,1,0.754098,0.81932,-4.426,0.051284,93.986,0.097321,5,0.659182,0,4,0.888346,0
4Xwx60tQYJubmNNGd0UBbF,475773,FALSE,2OQorEVvzvGCM4J4PHa6di,1,0.476862,0.014339,-28.947,0.07608,127.246,0.994684,11,0.122839,0,4,0.11784,0
6pV8HES2JMIiLr2vHtc1MC,202500,FALSE,2Z4QqhmV5Xw5vX2ZI70HOR,2,0.725949,0.956979,-2.192,0.321811,128.042,0.002947,7,0.621938,1,4,0.288093,0
7kqZ1ILc7vLzggsvXs5yXO,218920,FALSE,7If8DXZN7mlGdQkLE2FaMo,1,0.519772,0.698251,-8.762,0.033358,92.016,0.879481,10,0.311864,1,4,0.567641,0
2cRtuTadVm0JzoW4NNTIqI,207500,FALSE,2jSGzJw0ebJLu7OLVSOcBP,1,0.897434,0.864373,-3.735,0.147358,95.981,0.251715,11,0.517153,0,4,0.560445,0
6W5NXkJKtf4Phf2tRRjvBp,219250,TRUE,15GGbJKqC6w0VYyAJtjej6,2,0.714248,0.964883,-5.256,0.115188,130.028,0.00826,1,0.758966,1,4,0.663045,0
6wJvWLrskWayzzHcxtvksw,218102,FALSE,6QmfaGANUyQMaLK1L6VoDL,1,0.56908,0.785766,-5.886,0.176851,159.983,0.013911,7,0.569669,1,4,0.886965,0
28pG6tPeWdii8iGCXl4szW,326000,FALSE,7y97mc3bZRFXzT2szRM4L4,2,0.270275,0.042879,-22.396,0.047264,57.763,0.993078,10,0.09726,0,3,0.039862,0
7HRbgpb696qbFwNJZkNSc6,381546,FALSE,5aIqB5nVVvmFsvSdExz408,2,0.425367,0.018099,-31.487,0.055943,129.464,0.994196,10,0.147014,1,3,0.223402,0
3jZXgXcXX4UFtOJZGDabUt,210240,FALSE,1HrQTLYfhM5innP6NioTQd,1,0.700133,0.867344,-3.962,0.047661,115.115,0.01728,5,0.256008,0,4,0.894461,0
56x414nNMB2h5llf3aEL04,288140,FALSE,4PLsMEk2DCRVlVL2a9aZAv,1,0.437472,0.26714,-10.296,0.031371,124.711,0.904867,7,0.156456,1,4,0.185595,0
6nEx6Or7mScLf7BaZ5WfV9,208500,TRUE,2lrtGWxNXWjd0JzDLKXubI,3,0.532301,0.808253,-4.52,0.180197,169.203,0.114793,6,0.596125,0,3,0.417303,0
1qTdVus86G3MhMFx6IPdx0,418972,FALSE,1iZiG82D4w7FLHvOUUj4zW,2,0.555012,0.625579,-8.501,0.057295,124.001,2.50E-05,1,0.07714,1,4,0.18661,0
56plJtXaekLOQGxSaGQxwK,237680,FALSE,4XLISC9SzRTcR34fosyMtw,4,0.65097,0.748762,-7.186,0.290629,75.122,0.051589,11,0.287475,0,4,0.631469,0
3d0Y8xhXEfwNY7ts4DI6H4,253040,FALSE,7od7WvFXOcePxvE5abwHt3,2,0.767373,0.826549,-4.536,0.345555,89.92,0.011165,7,0.35268,1,4,0.883618,0
5TCq5VBFgZx6Pg3qeGqUE4,179426,FALSE,4tX2TplrkIP4v05BNC903e,1,0.676372,0.612536,-4.8,0.046012,128.508,0.15464,7,0.125738,1,4,0.822478,0
0KZK8rrdzRza3hSvpS2jZq,216840,FALSE,4VNQWV2y1E97Eqo2D5UTjx,2,0.742531,0.745633,-6.833,0.039736,121.009,0.121892,6,0.117473,1,4,0.661637,0
01iIIgdoDuKn3yaNguCMmG,200591,TRUE,5bgfj5zUoWpyeVatGDjn6H,1,0.576236,0.604731,-5.493,0.055566,120.062,0.100915,6,0.110101,0,4,0.586534,0
1NQiTMDjW5nQAs0Pq8fR59,341681,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.69316,0.507434,-10.838,0.11748,170.016,0.372859,0,0.106641,0,4,0.40168,0
77n1OPfD0HSj8jlfM7REQS,236945,FALSE,1vCWHaC5f2uS3yhpwWbIA6,1,0.58569,0.820419,-5.212,0.044943,126.968,0.016546,9,0.09592,0,4,0.534775,0
3VtoOb3SteJnXAJWHpVlK4,331240,FALSE,3sO8muEXafy2NGwUZByrTr,1,0.607716,0.386545,-7.954,0.055509,145.241,0.360552,10,0.105059,0,3,0.331191,0
5DEY992nQtb7yfdWmwPH0T,244386,TRUE,6vXTefBL93Dj5IqAWq6OTv,2,0.705532,0.639184,-7.756,0.132629,99.963,0.157837,4,0.716291,0,4,0.52407,0
48hcfbdUGYo4VcJdytz1ug,357818,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.383115,0.649785,-7.411,0.057143,109.995,0.444864,7,0.107709,0,4,0.095703,0
6wsDIYDJH7SwdFkKFZQIX7,189386,FALSE,1HrQTLYfhM5innP6NioTQd,2,0.637968,0.820169,-4.3,0.035467,139.988,0.019272,5,0.205238,0,4,0.852195,0
4Hy5ziwOQiFc7UuxpTOdwx,322093,TRUE,6NUVKfz2xAi4mJJkGm6zyz,8,0.755723,0.636432,-6.195,0.173333,115.071,0.298812,2,0.081078,1,4,0.3694,0
3XdbNOzMb0TL6pBbtEpyqT,277546,TRUE,5fMUXHkw8R8eOP2RNVYEZX,2,0.835107,0.938782,-3.093,0.248825,107.992,0.053472,4,0.597642,0,4,0.360788,0
0hpCKdN3ap2MHXO6uv3Hsz,298000,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.548254,0.777598,-7.045,0.036152,140.043,0.353857,0,0.6387,1,4,0.268149,0
4eJ0K6wkaAaHtvvIXeLWBF,324733,TRUE,34EP7KEpOjXcM2TCat1ISk,1,0.483918,0.91334,-4.631,0.443675,92.715,0.332922,4,0.58865,0,4,0.640445,0
3toP91RkMRQw7M0bScJ4F9,226413,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,1,0.714194,0.779195,-3.607,0.100616,173.925,0.162077,3,0.104452,0,4,0.908479,0
1DrDfpOx4P4LMxFhtOmeyD,240200,FALSE,2jSGzJw0ebJLu7OLVSOcBP,1,0.790768,0.847055,-3.657,0.049203,163.974,0.107701,1,0.089837,1,4,0.899167,0
0AQlQOvoFhRJLPC1KwbKB7,188466,FALSE,3h5YdLLrzyhjtN7lRgr682,4,0.659795,0.846663,-4.908,0.033991,129.962,0.058828,0,0.286318,0,4,0.35718,0
6iOsXeWXGg9RORSMd7uLaq,242812,FALSE,1IELhvOMg5VQlU7syRm6CS,2,0.647699,0.890085,-4.338,0.203201,127.936,0.013803,6,0.476845,1,4,0.935262,0
