song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,acousticness,key,liveness,mode,time_signature,valence,song_title_en,outcome
Pantman Anthem,3aOrMh1ND3XLHukGJrizaJ,"['O-Hund', 'Third Eye', 'Antonio D']",Pantman Anthem,180000,FALSE,6w5waykNLa0CSprI42WPLo,3,0.845862,0.732193,-5.084,0.127782,92.043,0.034678,5,0.127917,1,4,0.88189,Pantman Anthem,0
No Role Modelz,62vpWI1CHwFy7tMIcSStl8,['J. Cole'],2014 Forest Hills Drive,292986,TRUE,6l3HvQ5sa6mXTsMTB19rO5,1,0.663527,0.523909,-8.338,0.338831,99.948,0.263774,10,0.055501,0,4,0.474055,No Role Modelz,0
I,2okObyYV5IJGYvntqWFcQe,['JJ'],V,234689,FALSE,1bAdBYcsDdsbqmWbAE7qKR,1,0.319394,0.387764,-10.776,0.037589,112.682,0.924804,0,0.113446,1,4,0.211687,I,0
In Your Arms,0LH5xRQz5D36FpIkYUFv2e,['Nico & Vinz'],Black Star Elephant,205800,FALSE,0awl5piYwO0CDTHEkCjUhn,1,0.431086,0.809697,-6.051,0.095827,110.118,0.298782,7,0.24898,1,4,0.650933,In Your Arms,0
Nothin On My Mind,2knJkkqU0XLmhUWWX15VB4,['Astronomyy'],There For U,191261,FALSE,3EpmmPtV7DduqNmeqaADIm,1,0.66149,0.512752,-9.731,0.029362,90.003,0.05198,4,0.099439,0,4,0.089574,Nothin On My Mind,0
Vart Du Ã„n GÃ¥r,0iKyrKmlFXWmHjekVLisjq,"['WillMan feat. Marcus L', 'WillMan', 'Marcus L']",Vart Du Ã„n GÃ¥r,219663,FALSE,3RsLWGrlX4iqeX3GLIUlaZ,3,0.72006,0.422108,-10.491,0.112525,130.011,0.69831,9,0.197472,1,4,0.784337,Vart Du Ã„n GÃ¥r,0
Around the Bend,58YLr2nuAFsTjAjrORbgg9,['Scott H. Biram'],Nothin' But Blood,343080,FALSE,6wpI4AEN6UO7ksNN23RGEf,1,0.372162,0.734819,-11.256,0.074426,156.744,0.08616,2,0.467527,1,4,0.039373,Around the Bend,0
SjÃ_len av en vÃ_n,2NB2LtaBfia1zMH524YY9Y,"['Ken Ring', 'Million Stylez']",Det boÌˆrjade foÌˆr laÌˆngesen,281160,FALSE,2yMJGKSRgxIniMnq30FAzX,2,0.420332,0.441272,-9.089,0.09581,87.704,0.789299,7,0.070152,1,4,0.681232,SjÃ_len av en vÃ_n,0
Far Alone,7f1M8ElwbsDozUiWkoAN3I,"['G-Eazy', 'E-40', 'Jay Ant']",These Things Happen,267973,TRUE,02kJSzxNuaWGqwubyUba0Z,3,0.723167,0.663725,-8.338,0.063495,97.985,0.076901,1,0.201636,1,4,0.331142,Far Alone,0
O (Reprise),1NleqQdTDGWJBk0bVxldab,['Coldplay'],A Sky Full Of Stars,97360,FALSE,4gzpq5DPGxSnKTe4SA8HAU,1,0.228003,0.319867,-12.006,0.028676,110.12,0.876956,10,0.119856,1,5,0.07764,O (Reprise),0
"Cassy O' - Live from Spotify, Stockholm",7bpkHC3s4wYbTmHINpeSqu,['George Ezra'],Wanted On Voyage,170493,FALSE,2ysnwxxNtSgbb9t1m2Ur4j,1,0.343306,0.459836,-5.612,0.031008,98.382,0.808244,0,0.311448,1,4,0.353261,"Cassy O' - Live from Spotify, Stockholm",0
Wet Dreamz,6Ius4TC0L3cN74HT7ENE6e,['J. Cole'],2014 Forest Hills Drive,239320,TRUE,6l3HvQ5sa6mXTsMTB19rO5,1,0.504327,0.704631,-8.205,0.363523,175.483,0.075166,6,0.12814,0,4,0.564251,Wet Dreamz,0
Ur,7sg9ToL94GAiksETi5GZGz,['SZA'],Z,235769,FALSE,7tYKF4w9nC0nq9CsPZTHyP,1,0.753674,0.555002,-8.004,0.061746,114.035,0.334548,0,0.083408,1,4,0.360984,Ur,0
Certified Freak,1NsKadeL8hx5PO0e4jvAMg,"['Baby Bash', 'Baeza', 'G Curtis']",Ronnie Rey All Day,254026,TRUE,12PSlydMSjEHzSCj9X5qv7,3,0.7584,0.587248,-7.147,0.091814,97.038,0.222139,7,0.051177,0,4,0.741995,Certified Freak,0
Changes - Original Mix,2WUgOSGVqwNDyhoW0CWgzP,"['Faul & Wad Ad', 'Pnau']",Dancefloor Hits #2,343693,FALSE,6HUm6AHJE0oisACMN6NNJ5,2,0.817411,0.636449,-10.16,0.039525,125.993,0.008807,3,0.068167,0,4,0.220635,Changes,0
American Dream Plan B,5TCq5VBFgZx6Pg3qeGqUE4,['Tom Petty And The Heartbreakers'],Hypnotic Eye,179426,FALSE,4tX2TplrkIP4v05BNC903e,1,0.676372,0.612536,-4.8,0.046012,128.508,0.15464,7,0.125738,1,4,0.822478,American Dream Plan B,0
Post To Be (feat. Chris Brown & Jhene Aiko),6p5abLu89ZSSpRQnbK9Wqs,"['Omarion', 'Chris Brown']",Post To Be (feat. Chris Brown & Jhene Aiko),226580,TRUE,0f5nVCcR06GX8Qikz0COtT,2,0.733264,0.67572,-5.655,0.043189,97.448,0.069705,10,0.20777,0,4,0.717152,Post To Be (feat. Chris Brown & Jhene Aiko),0
Kul Ã¥ vara full - Radio Edit,3CXbjxAXVGxaqPku5LBCWj,['Robbin & JP'],Kul Ã¥ vara full,183643,FALSE,20VnwoRNCNqGCRSrIwpNiU,1,0.723538,0.734819,-6.25,0.285939,127.921,0.105409,1,0.362942,1,4,0.554463,Kul Ã¥ vara full - Radio Edit,0
Like I Can,2DnBQKrh8aodN4dBSdXAUh,['Sam Smith'],In The Lonely Hour (Deluxe Edition),167065,FALSE,2wY79sveU1sp5g7SokKOiI,1,0.653667,0.627201,-6.709,0.034784,99.959,0.362723,7,0.10657,0,4,0.50285,Like I Can,0
Walkin' Boss,6qOo5ulOMo1afciMYkw8cu,['Sam Amidon'],Lily-O,210573,FALSE,6TTJ0xLPPNDyv4bXyukzU4,1,0.557749,0.878893,-8.754,0.050166,114.058,0.579767,1,0.126545,0,4,0.310406,Walkin' Boss,0
Kallt I Staden,5zOerW2jklqWM6S3jM9tk5,"['Kusten Klick', 'Rasmu$ L', 'Kalle Gracias', 'Griljon\xc3\xa4ren', 'Jakk Who']",Kusten Klicktape,275106,FALSE,4mAknRKFOyJ4G9MTwlaw6Y,5,0.600432,0.690529,-4.608,0.086184,132.207,0.096702,11,0.256146,1,4,0.359407,Kallt i staden - Singel,0
L.A.LOVE (la la),2y7JA3IuVLkO0U4wxsXWtZ,['Fergie'],L.A.LOVE (la la),192653,FALSE,3r17AfJCCUqC9Lf0OAc73G,1,0.723699,0.360413,-10.028,0.058289,101.014,0.042724,4,0.18064,0,4,0.17803,L.A.LOVE (la la),0
Red Light,7KP2vFrG0EZA34Z6CRJklp,['f(x)'],The 3rd Album 'Red Light',211900,FALSE,3wRA5UYoo08BBKJnzyKkpF,1,0.624673,0.924109,-3.166,0.08784,128.948,0.00048,7,0.041378,1,4,0.774205,Red Light,0
LÃ_nge leve vi,6McZ8E4Ynivc55BbDCzaAJ,['Ison & Fille'],LÃ_nge leve vi,208266,FALSE,1fhvwCr1HKEZgZYOrfsHyk,1,0.764626,0.631075,-6.705,0.17888,99.9,0.021721,1,0.343517,0,4,0.353808,LÃ_nge leve vi,0
Worldwide N*gga,3emnTmjlxRpnqwWN9RzG13,"['Bobby Shmurda', 'Ty Real']",Shmurda She Wrote,189853,TRUE,34Y0ldeyUv7jBvukWOGASO,2,0.614335,0.587019,-5.263,0.126451,168.261,0.032367,2,0.095589,1,4,0.278624,Worldwide N*gga,0
Welak,4dZXk0I37lf8BAlC1HlAOP,['Joseph Attieh'],Sahra W Dabke,223425,FALSE,5DPb3SKW8QZFwkRlmt7Gvo,1,0.799758,0.705732,-9.577,0.072621,103.971,0.610586,2,0.647581,0,4,0.731864,Welak,0
Alkolismen,0ElBDVtTFmKt5ofODCfonX,['Ken Ring'],Det boÌˆrjade foÌˆr laÌˆngesen,243613,FALSE,2yMJGKSRgxIniMnq30FAzX,1,0.445053,0.742051,-9.49,0.526868,75.5,0.058563,1,0.233699,1,1,0.776306,Alkolismen,0
Turn Down For What,5yXILCffBoNoDK55bZ4tV3,"['Upon A Burning Body', 'Ice T']",Punk Goes Pop 6,221573,TRUE,1bPBx2qbpWzEoLujeHC3G7,2,0.399955,0.976794,-3.371,0.343508,199.837,0.005359,6,0.525714,0,4,0.338395,Turn Down for What (feat. Ice-T),0
Ensamma mammor,4xPdoAFYabGJ02BmkoWv63,['Ken Ring'],Det boÌˆrjade foÌˆr laÌˆngesen,245295,FALSE,2yMJGKSRgxIniMnq30FAzX,1,0.59611,0.423106,-9.877,0.049475,90.478,0.775897,5,0.098171,1,4,0.698958,Ensamma mammor,0
Hatere,45nabbUoJ9Wpemitp13yCk,"['Admiral P', 'OnklP']",Selvtillit & tro,210306,FALSE,2P87oRX5tCFl1PYQRbPCPD,2,0.753553,0.785548,-4.9,0.278165,170.061,0.316603,1,0.052136,0,4,0.899546,Hatere,0
When A Fire Starts To Burn,47EMbBZPg4OBe6m1fijQzj,['Disclosure'],Settle (Special Edition),283705,FALSE,6nS5roXSAGhTGr34W6n7Et,1,0.864767,0.724117,-7.39,0.249658,124.001,0.010679,7,0.286988,1,4,0.643325,When A Fire Starts To Burn,0
Skakke gi opp,5i0HrUuRBcTAM7aNeinV9y,['Admiral P'],Selvtillit & tro,184173,FALSE,2P87oRX5tCFl1PYQRbPCPD,1,0.785418,0.65612,-4.37,0.236295,82.028,0.219808,0,0.090539,1,4,0.801958,Skakke gi opp,0
Carry On - Radio Edit,5izdcRkXYaEdj9iQzVg4u8,"['Mob Culture', 'Damon C. Scott']",Filtr Deep House #1,185040,FALSE,0edinXHcm7SxdtW3WyukQx,2,0.68524,0.71086,-6.273,0.0301,121.98,0.000993,0,0.261875,1,4,0.537633,Carry On - Radio Edit,0
January 28th,6NyhBA9M6KK0fuVsojxL00,['J. Cole'],2014 Forest Hills Drive,242813,TRUE,6l3HvQ5sa6mXTsMTB19rO5,1,0.480575,0.554866,-8.453,0.368894,81.704,0.23925,5,0.091157,1,4,0.369193,January 28th,0
(H)ours,5zmF2GXLweyJOofSYZp871,['Juce'],Taste The JUCE!,249772,FALSE,2Xubl5vsAwms5hy2WNJFWI,1,0.821494,0.868237,-5.311,0.042778,113.012,0.030848,5,0.072517,0,4,0.851664,(H)ours,0
Hela mig,4uJhciJPrTCMYvi7KvmZ7U,"['Nenne Mehari', 'Tredje \xc3\x96gat', 'Antonio D']",Tusen tack och pistoler,239913,FALSE,6rY7BnlEpTaKcTSORE1ueW,3,0.605466,0.838768,-6.094,0.076867,95.024,0.147718,3,0.068592,1,4,0.441992,Hela mig,0
Back to the Future (Part II),0BcLpX66X5fTdBSnsCMFyP,"[""D'Angelo""]",Black Messiah,144813,FALSE,336vr2M3Va0FjyvB55lJEd,1,0.871578,0.526772,-8.24,0.402067,95.212,0.130558,2,0.152717,1,4,0.637749,Back to the Future (Part II),0
Levanta e Anda,7d8sqXhIwIJltlGHL47ASh,['Emicida'],O Glorioso Retorno de Quem Nunca Esteve Aqui,150320,FALSE,2d9LRvQJnAXRijqIJDDs2K,1,0.615138,0.940302,-4.067,0.292486,89.882,0.073679,1,0.393474,0,4,0.808898,Levanta e Anda,0
The World Is Ours (Coca-Cola 2014 World's Cup Anthem),3C4w6xn8ywZX6tPY110Avs,['Aloe Blacc X David Correy'],The World Is Ours (Coca-Cola 2014 World's Cup Anthem),174880,FALSE,4Nx36PEzJoS5uSPoYZ7E5B,1,0.527647,0.895207,-4.578,0.054036,132.054,0.194514,2,0.151913,1,4,0.630581,The World Is Ours (Coca-Cola 2014 World's Cup Anthem),0
It Was Always You,0vVWXoVyh091WDmPymCHmf,['Maroon 5'],V (Deluxe),239920,FALSE,04gDigrS5kc9YWfZHwBETP,1,0.611471,0.769267,-6.474,0.044456,103.988,0.07416,11,0.087431,1,4,0.313556,It Was Always You,0
Sjung Min SÃ¥ng - Mattias GlavÃ¥,3VSXB4KdA5irre8kNrCoTu,['F L O D'],Sjung Min SÃ¥ng/Pappas Bil,165753,FALSE,0b1Z1YwpuAMSlIqaxD75yo,1,0.390475,0.831124,-3.243,0.055324,121.999,0.020759,11,0.098938,1,4,0.500116,Sjung Min SÃ¥ng (Mattias GlavÃ¥),0
This F**kin Song,1VwMsCzS0DEvaOKZr5eOdS,['The Janoskians'],This F**kin Song,177413,TRUE,5PP8syQrThERevdtvBZX60,1,0.797882,0.824815,-4.184,0.061846,101.034,0.021321,9,0.362509,1,4,0.889347,This F**kin Song,0
No Regular - Original Mix,0LN4wlhICj5qBXKaM960jQ,"['TST', 'Dani L Mebius']",No Regular,323848,FALSE,1Q5wmgUdwSVAKa7VZsGckB,2,0.674408,0.767395,-5,0.055251,129.968,0.000101,9,0.345275,0,4,0.344608,No Regular (Original Mix),0
ProhibÃ©,4TO9vJjkLBwYHfqDhBE62L,['H Magnum'],ProhibÃ©,214226,FALSE,63hFhXYW3r2q8uW2Rf3LUw,1,0.604507,0.712476,-7.764,0.276066,87.896,0.418486,7,0.148634,0,4,0.385047,ProhibÃ©,0
Hunnid Stax (feat. Sc Hoolboy Q),6q4P5GViMZJfgpfNVr5txY,"['Ab-Soul', 'Schoolboy Q']",These Days...,203470,TRUE,0g9vAlRPK9Gt3FKCekk4TW,2,0.676869,0.593499,-10.984,0.329358,134.196,0.038721,10,0.381471,0,4,0.641623,Hunnid Stax (feat. Sc Hoolboy Q),0
Take Ãœ There (feat. Kiesza),6XptOuDraarGwkisvMpZj5,"['Jack \xc3\x9c', 'Skrillex', 'Diplo', 'Kiesza']",Take Ãœ There (feat. Kiesza),210000,FALSE,1HxJeLhIuegM3KgvPn8sTa,4,0.541131,0.879914,-1.427,0.112447,159.894,0.052139,6,0.170889,0,4,0.116372,Take Ãœ There (feat. Kiesza),0
Let Me Tell You Something,4W3XIyHvnFGxUUe1sbUffS,"['Grandtheft & Keys N Krates', 'Grandtheft', 'Keys N Krates']",Keep It 100,184235,FALSE,4C7Jub0HKSYe6F1wsB8eTf,3,0.803909,0.815948,-3.946,0.094027,170.026,0.003617,5,0.056114,1,4,0.781377,Let Me Tell You Something,0
IndustrimÃ¶rdarn (Orala steroider pt 2),5MLT8UbzD1ExYqPNtktEVz,"['Gubb', 'Pst/Q']",Okuttat,243173,FALSE,22StZ8i5WMrUGlkoC9g85S,2,0.674195,0.870501,-4.535,0.304303,87.885,0.588957,11,0.093021,0,4,0.903846,IndustrimÃ¶rdarn (Orala steroider pt 2),0
Lunch Money,2tszsaDwdhbrkFAkxWWaHS,['Pusha T'],Lunch Money,171080,TRUE,0ONHkAv9pCAFxb0zJwDNTy,1,0.482686,0.937151,-3.436,0.312008,91.689,0.05374,8,0.109196,1,4,0.364153,Lunch Money,0
Blessed,103Q0ZgOs5GretAjjzuxQB,['Dani M'],Min Grind,233893,FALSE,5ILMkt5lW4KAyTXMNYWaGF,1,0.790843,0.753852,-4.432,0.296083,93.966,0.316644,9,0.193418,0,4,0.647794,Blessed,0
Adagio in D Minor,6zuQUtY40YRNZprLy96QGR,['John Murphy'],Adagio in D Minor,249647,FALSE,4UGoqrmNHDJ166XD6DtZni,1,0.173298,0.503249,-8.734,0.035199,119.011,0.003311,7,0.08522,1,4,0.036754,Adagio in D Minor,0
Coat of Armour,3IUEZsFIQv3QbE5K15SbJu,['George Ezra'],Cassy O' (EP),237680,FALSE,2ysnwxxNtSgbb9t1m2Ur4j,1,0.388254,0.333301,-10.782,0.026562,79.05,0.72099,7,0.132604,1,4,0.238692,Coat of Armour,0
Ã€ Toa,4eSHomIoDTjqBUrFrdS8I1,"['Lisa Li', 'Chrys H']",Ã€ Toa,219040,FALSE,3QM8TCMBrYa8fkxNLtS3wl,2,0.630164,0.644531,-10.136,0.099639,176.055,0.30208,7,0.0715,0,4,0.52474,Ã€ Toa,0
U - Album Mix,2LJG6SRKOHarW61v5S7aZ5,"['Gareth Emery', 'Bo Bruce']",A State Of Trance - Future Favorite Best Of 2014,260204,FALSE,0hprEC0nsWuQPSHag1O2Vi,2,0.607571,0.791251,-6.627,0.03365,129.996,0.038918,7,0.187265,1,4,0.127881,U,0
Nu i ro slumra in,7DlmG7m7q70IXdEH6LySF9,['Marit Eriksson'],Barnkammarboken - Alla SÃ¥nger,147266,FALSE,3ndRUr9mFg8eaGMe4Sdz0E,1,0.357259,0.033259,-21.604,0.058008,208.923,0.952053,9,0.141619,1,4,0.208199,Nu i ro slumra in,0
Deathray,6dDF3YKbUCjPBBh5ScQsKZ,['Devin Townsend Project'],ZÂ_,283080,FALSE,54Xuca1P5nDqfKYZGDfHxl,1,0.372624,0.957405,-4.803,0.103957,164.483,0.000208,7,0.655114,1,4,0.378561,Deathray,0
U Can't Touch This,55OMgmwtd5IGMFro2kessh,['90s allstars'],Top 40 90's Hits - 40 Ultimate Nineties Anthems!,249178,FALSE,2uanrLTaDz0PMCuuO2X9qz,1,0.840794,0.559548,-9.872,0.045109,135.043,0.123052,8,0.119792,1,4,0.970647,U Can't Touch This,0
Bloodstream,5v4sZRuvWDcisoOk1PFv6T,['Ed Sheeran'],x (Deluxe Edition),300253,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.660407,0.315548,-11.567,0.036391,91.207,0.529297,3,0.103978,0,4,0.550705,Bloodstream,0
Money Baby,0828kFWjAE5Da3XtE998iw,"['K CAMP', 'Kwony Ca$h']",Money Baby,219120,TRUE,5bgfj5zUoWpyeVatGDjn6H,2,0.729729,0.513813,-5.85,0.037004,134.983,0.030884,1,0.098257,1,4,0.525539,Money Baby,0
I Guess I'll Smoke (feat. Dizzy Wright & Layzie Bone),1SPOloLRa92Q72OBCxrpox,"['Futuristic', 'Dizzy Wright', 'Layzie Bone']",I Guess I'll Smoke (feat. Dizzy Wright & Layzie Bone),204044,TRUE,5Z5jUyiNvFaqp0EVyLNf0p,3,0.810168,0.673036,-7.142,0.296535,123.964,0.318215,0,0.313167,1,4,0.453052,I Guess I'll Smoke (feat. Dizzy Wright & Layzie Bone),0
Real Nature (California Beach Waves),681cOUurE9CNenol80jlTg,['B!each H!ouse'],Sunset.,299023,FALSE,7ajMObwCJo1c0OkyQ99xXQ,1,0.179795,0.968529,-20.802,0.13673,134.096,0.196492,8,0.688436,1,1,0.012946,Real Nature (California Beach Waves),0
Ja Ã_ inte bitter,2PEmBHSJO6jewBOFmUpbdE,"['Rolandz', 'Tony Rickardsson']",Ja Ã_ inte bitter,242546,FALSE,6cYpGRwsphKMAdkYw2KuXS,2,0.602826,0.944279,-4.947,0.054773,130.005,0.022319,1,0.36587,1,4,0.834488,Ja Ã_ inte bitter,0
HiiiJack,4N0VFSI2wJu2NzwUuI0sMz,['SZA'],Z,222164,FALSE,7tYKF4w9nC0nq9CsPZTHyP,1,0.601311,0.548104,-8.763,0.343802,74.149,0.225802,8,0.13956,1,4,0.36041,HiiiJack,0
I staden,4PxOSNVoO7QbYPK6EIG353,"['Kumba', 'Amanda Serra']",I staden,176906,FALSE,0GD2LYGX4nMj9F84HsIWp1,2,0.691175,0.767156,-6.015,0.270325,90.021,0.262737,8,0.101248,0,4,0.483962,I staden,0
Nadie Tiene Que Saber (feat. Farruko),5xWoxDTYD9rvXlhZRVOosU,"['EL BOY C', 'Farruko']",Nadie Tiene Que Saber (feat. Farruko),252169,FALSE,5QMn8GQyPTKyS6TQi7ye1A,2,0.54553,0.744554,-7.638,0.239812,82.941,0.255568,7,0.320934,1,4,0.820013,Nadie Tiene Que Saber (feat. Farruko),0
Lost Queen,0G2fEmeSD6RlW0g4fW4vuf,['Pharrell Williams'],G I R L,476626,FALSE,2RdwBSPQiwcmiDo9kixcl8,1,0.427253,0.599714,-11.771,0.439643,164.407,0.568503,7,0.110307,0,4,0.334119,Lost Queen,0
We Won't Back Down,0IPfuHGfYPJIpNxXN0e0nC,['Hammerfall'],(r)Evolution,259906,FALSE,2o18h28enlHxj887tATc58,1,0.559505,0.9327,-4.136,0.053665,99.952,6.50E-05,2,0.303298,1,4,0.319967,We Won't Back Down,0
Don't Be Gone Too Long,7K4ubVk9yf1AYGzQC0Olsb,['Chris Brown'],X (Deluxe Version),201986,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.682227,0.789214,-5.47,0.067891,117.975,0.250216,9,0.076589,0,4,0.399916,Don't Be Gone Too Long,0
Take Ãœ There (feat. Kiesza) - Netsky Remix,0Eplknl5HdAWEZ4c6jIVrX,"['Jack \xc3\x9c', 'Skrillex', 'Diplo', 'Kiesza']",Take Ãœ There (feat. Kiesza) [Remixes],209655,FALSE,1HxJeLhIuegM3KgvPn8sTa,4,0.541621,0.776606,-4.486,0.106691,173.985,0.000269,9,0.706433,1,4,0.235357,Take Ãœ There (feat. Kiesza) [Netsky Remix],0
U Know What's Up - Album Version w/o Left Eye,7FCWCYjHJhb2ttun8XACcu,['Donell Jones'],90s R&B,240773,FALSE,5KNqYrivNgVCHBssEUSu5B,1,0.821998,0.419923,-9.022,0.059147,103.028,0.074889,10,0.072733,0,4,0.88361,U Know What's Up,0
Langa fram,6iXQnKuCfbVLjIG745TXYm,['Ison & Fille'],LÃ_nge leve vi,184440,FALSE,1fhvwCr1HKEZgZYOrfsHyk,1,0.838448,0.504296,-9.94,0.404586,103.068,0.062774,7,0.13271,1,4,0.586101,Langa fram,0
The Battlefield (feat. Kool G Rap & AZ & Tre Williams),0M1ppQPnDyAD1e6MKQ6YHn,"['Ghostface Killah', 'Kool G Rap', 'AZ', 'Tre Williams']",36 Seasons,226580,TRUE,6FD0unjzGQhX3b6eMccMJe,4,0.631698,0.747228,-4.723,0.120041,86.035,0.01837,0,0.569021,1,4,0.395497,The Battlefield (feat. Kool G Rap & AZ & Tre Williams),0
DÃ_r regnbÃ¥gen tar slut - Lagom Studios Remix,1ieZEgOHZtvm1xbLaK7gJp,"['Daniel Adams-Ray', 'Organismen', 'Professor P', 'Academics']",DÃ_r regnbÃ¥gen tar slut (Lagom Studios Remix),307146,FALSE,4C86wrjOUfXQDlt6A4oJOC,4,0.511401,0.835789,-4.787,0.284597,89.258,0.100713,2,0.088019,1,4,0.344688,DÃ_r regnbÃ¥gen tar slut (feat.Organismen/Professor P/Academics) [Lagom Studios Remix],0
Buy U a Drank (Shawty Snappin'),1Q1jlFs004vwB0DOznii3K,"['T-Pain', 'Yung Joc']",T-Pain Presents Happy Hour: The Greatest Hits,230853,FALSE,3aQeKQSyrW4qWr35idm0cy,2,0.691233,0.542499,-8.161,0.144885,80.052,0.011166,1,0.098022,1,4,0.601943,Buy U A Drank (Shawty Snappin') (Main Version),0
Man Of The Year,4UtLXegebv7qNBF26nivhZ,['Schoolboy Q'],Oxymoron (Deluxe),216013,TRUE,5IcR3N7QB1j6KBL8eImZ8m,1,0.60189,0.795234,-8.099,0.070131,112.001,0.00479,3,0.183481,1,4,0.396285,Man Of The Year,0
I'm A Mess,0xCA70t1ZA4fa9UOE0lIJm,['Ed Sheeran'],x (Deluxe Edition),244573,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.697427,0.377256,-7.755,0.039657,138.754,0.555831,3,0.099879,1,4,0.37437,I'm A Mess,0
Gotta Get to Heaven,45Jz9GEPANmYIuAG7w1m72,['Scott H. Biram'],Nothin' But Blood,225800,FALSE,6wpI4AEN6UO7ksNN23RGEf,1,0.676633,0.69207,-6.787,0.042964,105.45,0.637606,0,0.154278,1,4,0.614316,Gotta Get to Heaven,0
Thinking About U,5aPcFNcJlJe1uQFHKiWJuZ,"['Fuse Odg', 'KillBeatz']",Thinking About U,196128,FALSE,374sWpAJsbZckf98df2jJJ,2,0.69191,0.900663,-3.256,0.031451,99.905,0.159618,5,0.151347,1,4,0.869804,Thinking About U,0
FÃ¶r dom riktiga - feat. Sebbe Staxx,6f1ZCQEFOyPG1ZL5DuNl1s,['N'],FÃ¶r dom riktiga (feat. Sebbe Staxx),256946,FALSE,4jaTFsCTmYIMLy645JIemX,1,0.627311,0.766875,-8.3,0.419463,85.301,0.094683,8,0.169667,1,4,0.800843,FÃ¶r dom riktiga (feat. Sebbe Staxx),0
Do the Vampire,1Vq0psLotVCakyHJgxAMni,['Superdrag'],Jokers W / Tracers,174333,FALSE,1UGwqiX4QA7R9hNBwzjavF,1,0.543864,0.677862,-11.952,0.027042,136.399,0.012144,1,0.179241,1,4,0.856982,Do the Vampire,0
Only Whiskey,5JApirAdO2bpjJssiwT0Av,['Scott H. Biram'],Nothin' But Blood,145240,FALSE,6wpI4AEN6UO7ksNN23RGEf,1,0.260802,0.931244,-7.098,0.316456,144.74,0.919862,9,0.346103,0,4,0.302812,Only Whiskey,0
Post To Be (feat. Chris Brown & Jhene Aiko),0fgZUSa7D7aVvv3GfO0A1n,"['Omarion', 'Chris Brown']",Sex Playlist,226580,TRUE,0f5nVCcR06GX8Qikz0COtT,2,0.733264,0.67572,-5.655,0.043189,97.448,0.069705,10,0.20777,0,4,0.717152,Post To Be (feat. Chris Brown & Jhene Aiko),0
For The Nasty,7DM5Zjy90txraEOGk4FcKm,"['Busta Rhymes', 'Q-Tip']",The Abstract Dragon,193011,TRUE,1YfEcTuGvBQ8xSD1f53UnK,2,0.882044,0.474749,-8.688,0.234525,95.93,0.189211,6,0.066547,0,4,0.863442,For The Nasty,0
Hoover Street,23cdP21hBoVGfHggcqBaPA,['Schoolboy Q'],Oxymoron (Deluxe),396373,TRUE,5IcR3N7QB1j6KBL8eImZ8m,1,0.483674,0.784912,-6.603,0.363731,167.043,0.035476,1,0.226505,1,4,0.294698,Hoover Street,0
All K,3rB8GQVm1zj6fJ0CTHeiZm,['Lil Dicky'],All K,199549,TRUE,1tqhsYv8yBBdwANFNzHtcr,1,0.926067,0.340377,-11.178,0.468638,140.004,0.024697,1,0.079591,1,4,0.662945,All K,0
You're Never Fully Dressed Without a Smile (2014 Film Version),0IjQeHaDwRljTnROP955YG,['Sia'],You're Never Fully Dressed Without a Smile (2014 Film Version),190373,FALSE,5WUlDfRSoLAfcVSX1WnrxN,1,0.491112,0.966683,-4.859,0.286596,100.529,0.002086,5,0.145993,0,4,0.490316,You're Never Fully Dressed Without a Smile (2014 Film Version),0
Lost Stars,1WYZdl58Vg7Hs19QPJOSWu,['Adam Levine'],V (Deluxe),266706,FALSE,4bYPcJP5jwMhSivRcqie2n,1,0.495024,0.588412,-4.754,0.026622,82.047,0.109539,0,0.076316,1,4,0.376767,Lost Stars,0
F Is for Faker - Radio Edit,1iw6nUthDPts7Lf8hcV0g6,['Team Me'],F Is for Faker (Radio Edit),193534,FALSE,6sVtsKPUjWlLH4sNbhoNF5,1,0.490978,0.928972,-6.217,0.046072,136.038,1.00E-05,6,0.352739,0,4,0.360471,F Is for Faker (Radio Edit),0
Cafe Del Mar - Three 'N' One Radio Edit,6ZfzbvseI7sxis7uFUEAHx,['Energy 52'],A State of Trance 650 - New Horizons (Unmixed),230613,FALSE,0sElgscu7tp38PM1MtsUz7,1,0.59313,0.956341,-9.53,0.066807,132.992,0.052752,5,0.043757,0,4,0.250392,Cafe Del Mar (Three N One Radio Mix),0
Redbull N Vodka,2qojsw4Ox35XbCwuO98ruo,['Jack Moy & Gl\xc3\xb6den'],Charlies Bird,188773,FALSE,58tNZRHNf5ScIAo7zBZDbU,1,0.705263,0.595669,-7.565,0.03038,104.98,0.049151,11,0.103631,0,4,0.482893,Redbull N Vodka,0
Allting jag har,2l1HTdjaCFwy0JrXipZam8,['Dani M'],Min Grind,218946,FALSE,5ILMkt5lW4KAyTXMNYWaGF,1,0.730803,0.779042,-5.139,0.090229,97.069,0.161636,10,0.665092,0,4,0.615336,Allting jag har,0
